Despesa por função - segurança pública e defesa nacional - empenhada - municipal
Sigla;Código;Município;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
MG;3116902;Comendador Gomes;0;0;0;0;0;0;0;0;;;;
MG;3117009;Comercinho;0;1936,93;20390,85;20250,12;34348,75;40181,51;45949,95;50227,18;72442,9;46025,89;69403,88;
MG;3117108;Conceição da Aparecida;217517,59;247608,27;265900,5;287821,92;333280,12;359838,96;399405,43;389758,08;469471,14;528867,6;572053,47;
MG;3117207;Conceição das Pedras;0;0;0;0;0;0;0;0;;;;
MG;3117306;Conceição das Alagoas;125590;57142,84;588533,11;229404;151583,88;179398,12;149584,58;173001,72;418421,2;772697,74;862786,31;
MG;3117405;Conceição de Ipanema;27472,37;26469,8;24017,55;33140,62;30353,68;28923,05;31650,85;45984,83;43745,8;42513,96;88659,69;
MG;3117504;Conceição do Mato Dentro;306754,62;529844,71;541249,5;621242,45;1015394,03;1765416,85;1195008,53;1865760,44;3815907,63;6545651,01;5732940,15;
MG;3117603;Conceição do Pará;25199,32;31275,5;55948,6;44410,84;34816,97;57336,43;107646,83;120343,98;63538,78;14136,32;1642,47;
MG;3117702;Conceição do Rio Verde;0;0;0;0;0;0;0;0;;;;
MG;3117801;Conceição dos Ouros;40115,8;45913,02;34117,83;40883,88;63648,84;53334,85;42510,34;53796,25;43425,33;50408,86;68694,02;
MG;3117836;Cônego Marinho;23856,77;15781,61;23631,3;25585,62;23057,99;65308,28;46390,26;36661,19;29678,55;18599,99;21598,82;
MG;3117876;Confins;52501,92;55150,9;85181,63;44314,34;45655,27;33062,71;38989,16;17001,76;697497,7;494926,78;388698,3;
MG;3117900;Congonhal;28498,14;27887,25;39555,83;36850,7;43389,49;57715,42;46579,78;73874,99;8671,33;28056,41;21676,57;
MG;3118007;Congonhas;2556246,86;2540393,84;2427079,69;2769470,18;2733885,91;2905188,18;1115216,66;717176,55;2004755,27;9278206,11;6061719,56;
MG;3118106;Congonhas do Norte;0;0;0;0;0;0;0;0;;;;
MG;3118205;Conquista;0;0;0;0;0;205110;155617;256086,81;304669,33;465000;469600;
MG;3118304;Conselheiro Lafaiete;1334070,62;1218196,99;0;1005605,77;1281946,22;9829,97;1718419,63;1960279,61;2262667,17;2470187,43;2713264,09;
MG;3118403;Conselheiro Pena;49582,16;100671,2;102755,4;93317,01;115098,12;366270,75;99385,7;148584,75;228171,91;329033,14;453807,68;
MG;3118502;Consolação;21797,25;21941,09;30846,38;21705,29;23865,19;24840,37;29973,35;34026,47;43378,09;33880,52;24330,51;
MG;3118601;Contagem;20761462,57;20987719,82;21108160,41;23037703,91;27403973,85;29731106,54;36588012,94;30767854,17;39402124,46;45632327,27;49033609,09;
MG;3118700;Coqueiral;15068,35;14355,21;3557,55;5955,34;18785,02;23085,16;37352,14;19782,9;20727,22;60743,78;286441,83;
MG;3118809;Coração de Jesus;4173,24;1785;6440;31720;39976,16;65607;65185;45284,23;64422,31;77470,56;70227,68;
MG;3118908;Cordisburgo;0;0;0;0;0;0;0;0;;;;
MG;3119005;Cordislândia;11025,93;8676,39;9731,36;22531,08;19105,13;41963,71;30022,08;35593,08;31055,54;27092,27;65154,7;
MG;3119104;Corinto;47736,74;68944,89;64853,26;77485,69;76155,4;65980,51;70903,81;98847,96;103468,68;112374,93;125362,57;
MG;3119203;Coroaci;145618,38;101466,05;87827,69;91706,58;76056,47;79722,44;104061,79;123775,89;169498,77;207446,05;50738,92;
MG;3119302;Coromandel;84764,06;96273,45;89459,52;154384,28;163526,06;231597,72;201057,23;289884,56;322780,47;398028,99;451496,18;
MG;3119401;Coronel Fabriciano;1681138,46;1141950,66;2609414,63;1350113,32;484785,89;1863588,95;1878078,13;719597,01;16082,28;3015552,15;2507634,29;
MG;3119500;Coronel Murta;39700,23;57453,26;43445,47;43870,96;54323,86;51825,32;49838,24;75470,26;95245,36;67600,21;60843,06;
MG;3119609;Coronel Pacheco;0;0;0;0;0;0;0;0;;;;
MG;3119708;Coronel Xavier Chaves;0;0;0;0;20883,06;26462,29;26518,6;111267,93;129342,78;137250,38;173513,59;
MG;3119807;Córrego Danta;0;0;0;0;0;0;0;0;80000;;146644,56;
MG;3119906;Córrego do Bom Jesus;0;0;0;0;0;0;0;0;;;;
MG;3119955;Córrego Fundo;17897,35;16997,04;27800,18;26200,16;27582,73;30103,83;18165,28;127799,59;13555,15;14108,02;18096,97;
MG;3120003;Córrego Novo;17688,88;12446,18;10017,04;10441,84;19544,36;19942,98;31085,87;41551,41;47965,73;85086,29;59733,15;
MG;3120102;Couto de Magalhães de Minas;24551,02;33384,34;56242,91;43361,75;54799,33;55544,65;65249,34;60288,65;66398,5;58384,79;75286,83;
MG;3120151;Crisólita;30935,29;39499,95;30948;23945,81;19498,91;;20318,39;36561,99;25945,89;37950,73;33121,29;
MG;3120201;Cristais;74797,63;87170,14;111094,92;127716,06;139420,86;182276,67;168854,29;160208,47;159375,81;565740,23;209130,77;
MG;3120300;Cristália;38689,46;42370,83;26870,09;47407,64;0;0;0;0;;;;
MG;3120409;Cristiano Otoni;46588,43;55993,79;48471;47940,28;0;0;0;0;;;;
MG;3120508;Cristina;52566,94;35058,31;41535,29;44719,14;123072,73;141883,28;136823,1;172846,91;213753,7;238845,48;198628,9;
MG;3120607;Crucilândia;;34446,35;49126,77;34310,17;23652,67;31407,74;21721,31;30281,71;42141,39;39726,58;36213,94;
MG;3120706;Cruzeiro da Fortaleza;28722,74;24123,74;26153,15;22764,2;0;0;0;0;;;;
MG;3120805;Cruzília;0;0;43482,4;41271,19;0;0;0;0;;69433,45;105808,44;
MG;3120839;Cuparaque;11205,34;9767,8;10581,55;14329,01;15783,98;20505,62;22099,94;21108,21;23389,52;28219,69;43731,36;
MG;3120870;Curral de Dentro;19310,66;21887,28;38318,58;21575,27;28020,13;33679,79;48988,06;46905,05;51837,6;67155,23;84943,34;
MG;3120904;Curvelo;6000;0;0;0;0;0;0;0;;;;
MG;3121001;Datas;30743,49;32195,05;33677,17;25807,8;30910,08;29563;29219,1;35583,66;45713,13;39774,63;71701,15;
MG;3121100;Delfim Moreira;0;0;0;0;0;0;0;0;62123,86;84807,04;87291,36;
MG;3121209;Delfinópolis;42670,09;;29417,87;35345,22;41292,96;50906,4;43182,18;71015,81;86890,33;92203,11;133330,37;
MG;3121258;Delta;188097,43;0;41698,31;25943,05;41168,32;0;279672,02;244386,21;43248,78;71824,37;430926,43;
MG;3121308;Descoberto;0;0;0;0;0;0;0;0;;;;
MG;3121407;Desterro de Entre Rios;0;0;0;0;0;0;0;0;;;;
MG;3121506;Desterro do Melo;10995,01;13294,78;13512,08;18283,34;28373,9;33661,82;29207,23;36768,04;49225,39;53069,44;58255,98;
MG;3121605;Diamantina;1087903,13;996677,91;1067004,41;1059129,05;1299776,86;1456938,22;1638749,04;1869981,18;2166040,02;2721452,22;2882346,38;
MG;3121704;Diogo de Vasconcelos;;0;0;0;41966,34;37710,6;34684,9;35220,05;40154,41;2958,05;976,7;
MG;3121803;Dionísio;23048,83;19339,33;3582,29;28262,16;40325,95;58555,04;41073,48;59641,63;;;;
MG;3121902;Divinésia;9468,43;9253,19;9863,65;11008,48;16812,89;16309,41;18021,74;23908,8;81278,6;132517,1;97525,2;
MG;3122009;Divino;81166,18;81115,47;105431,9;105105,61;103169,06;99504,13;161191,24;196301,7;242814,14;327333,98;292964,63;
MG;3122108;Divino das Laranjeiras;;18821,61;16037,28;16107,7;21183,92;28984,94;34195,13;192220,91;40673,7;56060,81;201424,68;
MG;3122207;Divinolândia de Minas;9618,37;13016,72;27753,15;17728,92;23670,07;28851,24;30374,16;37549,09;97203,71;85357,41;101386,29;
MG;3122306;Divinópolis;76873,16;66868,46;38368,65;24336,27;24000;24437,32;3735,44;311,7;699084,52;363424,6;149378,53;
MG;3122355;Divisa Alegre;59132,49;55005,73;70037,33;86306,21;66749,01;73143,7;70089,43;82674,81;88339,42;81558,55;82327,78;
MG;3122405;Divisa Nova;36914,31;35382,93;29197,03;41865,27;46197,76;55105,72;42985,86;76088,39;134838,9;216853,8;160295,35;
MG;3122454;Divisópolis;5420;5170;22881,63;25549,73;32936,93;51128,47;40234,42;55968,25;1224909,91;116440,73;254814,91;
MG;3122470;Dom Bosco;18101,39;18618,01;23043,79;19605,73;43472,5;31711,43;33637,39;31925,5;26882,7;22809,46;23728,32;
MG;3122504;Dom Cavati;10280,02;13301,25;9878,46;14245,29;76004,42;56331,18;51190,44;45538,72;42329,76;43913,6;41414,91;
MG;3122603;Dom Joaquim;63293,53;50941,86;48924,37;39054,81;82732,93;91963,13;94650,69;82074,56;53755,18;50577,96;259645,17;
MG;3122702;Dom Silvério;13620,54;13960,87;12957,23;12910,79;24602,91;24525,69;19929,74;33303,06;33571,89;27732,08;62369,77;
MG;3122801;Dom Viçoso;24688,74;18910,42;12558,18;15035,64;19788,37;16333,54;17273,66;27451,74;40551,31;38806,02;50237,84;
MG;3122900;Dona Eusébia;0;0;250;0;0;0;0;0;969;;;
MG;3123007;Dores de Campos;45056,79;31546,99;53223,62;46943,94;48881,78;41266,62;41780,39;50166,1;141100,3;161517,06;164483,64;
MG;3123106;Dores de Guanhães;33993,53;35061,05;33866,09;23457,35;39850,67;30151;19034,42;33402,88;42974,9;62837,45;48489,74;
MG;3123205;Dores do Indaiá;0;0;0;0;0;0;38612,97;0;;;;
MG;3123304;Dores do Turvo;0;0;0;0;40617,54;44947,24;61412,93;62363,69;68126,02;79741,61;85026,56;
MG;3123403;Doresópolis;0;0;0;0;0;0;0;0;;;;
MG;3123502;Douradoquara;30785,08;10152,05;6330,6;22897,68;24391,33;24946,07;9595,37;33904,76;37864,03;27078,73;25614,96;
MG;3123528;Durandé;19188,14;22002,48;20673,15;38634,05;37781,03;40323,07;38270,47;39437,18;69195,05;72660,5;61380,68;
MG;3123601;Elói Mendes;;125292,62;114445,52;128687,07;130787,86;116376,39;152069,2;147686,75;158014,07;195190,75;166085,77;
MG;3123700;Engenheiro Caldas;143243,19;53555,35;67772,95;60101,62;63644,65;70986,02;113165,68;88780,38;113124,72;101457,23;154771,51;
MG;3123809;Engenheiro Navarro;13121,52;12892,07;19416,32;16605,21;23091,06;21493,97;23604,63;26619,34;32617,97;41108,11;30755,67;
MG;3123858;Entre Folhas;14840,92;20899,4;18160,95;0;29199,96;36854,71;36400,85;58101,77;108826,55;58451,92;87955,3;
MG;3123908;Entre Rios de Minas;0;0;0;0;0;0;0;0;;;;
MG;3124005;Ervália;292788,03;73172,24;121192,91;141957,61;140148,39;116675,15;802482,94;348153,96;203424,55;181702,17;235733,64;
MG;3124104;Esmeraldas;64080,13;34125,57;0;50000;72297,5;71080,11;60000;60000;;;;
MG;3124203;Espera Feliz;76054,79;82529,69;111501,34;107679,26;119666,53;120703,63;140204,05;129973,56;141141,87;151182,13;117237,79;
MG;3124302;Espinosa;46720,61;57511,6;58336,16;90395,86;143701,34;103843,92;111173,01;123369,41;118191,23;122317,04;123200,98;
MG;3124401;Espírito Santo do Dourado;28477,28;22557,37;29331,45;33907,28;24577,24;20867,16;31048,27;40590,97;44742,89;37123,72;57345,53;
MG;3124500;Estiva;0;0;0;0;0;0;0;0;;;;
MG;3124609;Estrela Dalva;10479,83;15058,97;13813,29;16354,94;27198,09;34296,25;36860,48;40282,25;38453,8;39478,58;44613,6;
MG;3124708;Estrela do Indaiá;24460,96;27562,77;9422,77;11687,27;19022,15;23072,44;17844,84;23873,66;28917,77;22310,43;26790,11;
MG;3124807;Estrela do Sul;0;0;0;0;0;0;0;0;29635,39;57824,47;52003,72;
MG;3124906;Eugenópolis;30966;29505,23;30916,41;25018,69;33075,22;38723,63;40298,89;44343,29;62164,04;68631,38;139220,59;
MG;3125002;Ewbank da Câmara;0;0;0;0;0;0;20133,7;26504,47;96087,84;30600,22;66604,27;
MG;3125101;Extrema;711294,24;2011374,96;1270322,32;1628944,01;993350,19;1322790,16;1347556,71;2194002,97;2481728,24;1557980,18;1971314,22;
MG;3125200;Fama;0;0;0;0;0;0;0;0;76877,98;71486,33;57760,63;
MG;3125309;Faria Lemos;1800;230,07;7656,16;56499,84;91640,36;78512,13;70557,81;48585,99;49714,62;51877,53;44007,09;
MG;3125408;Felício dos Santos;40308,75;31741,77;4591,39;14517,08;16547,24;21552,99;27244,04;33643,99;29891,82;30262,44;37488,69;
MG;3125507;São Gonçalo do Rio Preto;16163,37;17541,55;19712,38;21300,43;22129,9;25764,91;25629,73;32470,21;32359,65;40773,24;35634,57;
MG;3125606;Felisburgo;9338,12;13536,61;14137,56;23364,55;29732,22;43813,7;31428,31;43083,41;35262,91;40200,9;75565,66;
MG;3125705;Felixlândia;0;0;0;0;0;0;0;0;;;;
MG;3125804;Fernandes Tourinho;22338,17;23908,18;20150,93;21828,06;28815,59;50077,71;35401,41;40559,53;;;;
MG;3125903;Ferros;61415,57;57188,72;65588,47;67114,69;82988,45;73404,39;94117,83;111902,75;141457,46;116344,49;190058,67;
MG;3125952;Fervedouro;59546,95;43039,24;64439,81;75661,68;130802,29;139076,19;154705,01;135074,26;139433,94;129808,58;142612,74;
MG;3126000;Florestal;0;0;0;0;0;0;0;0;;;;
MG;3126109;Formiga;0;0;0;0;0;0;0;0;;;;
MG;3126208;Formoso;112337,67;122692,08;129526,52;141090,72;132000,75;106609,77;110950,05;54832,54;;;;
MG;3126307;Fortaleza de Minas;0;0;0;0;0;0;0;0;;754,43;754,43;
MG;3126406;Fortuna de Minas;17836,61;22679,72;23530,83;48601,73;42528,35;48959,46;107867,73;88263,33;80299,48;67222,42;97576,49;
MG;3126505;Francisco Badaró;25836,42;34478,68;40082,92;23200,27;34350,2;28746,28;20677,99;56097,14;86162,93;96258,87;59315,29;
MG;3126604;Francisco Dumont;24103,92;26697,11;18742,29;30766,46;49524,05;54531,2;59481,52;60629,48;78661,79;76697,16;86542,31;
MG;3126703;Francisco Sá;431159,19;534999,18;484617,25;341948,3;468148,95;742336,4;914729,24;1093431,68;1157107,02;1390712,17;1485496,17;
MG;3126752;Franciscópolis;;79637,98;83486,82;40778,01;63198,45;45595,04;45418,48;67419,05;73380,82;76604,95;395647,14;
MG;3126802;Frei Gaspar;0;0;0;0;666,54;15102,98;10217,42;0;10787,03;13267,54;5133,9;
MG;3126901;Frei Inocêncio;125073,38;29772,59;19721,2;19207,21;34076,58;23442,99;37493,04;53212,28;44092,37;31610,64;34212,7;
MG;3126950;Frei Lagonegro;33967,9;40749,1;63639,74;61474,9;77942,21;35857,78;29568,71;29291,15;2745,17;;7300,05;
MG;3127008;Fronteira;116841,67;131034,59;173189,74;119374,24;156796,74;225553,7;178223,97;164120,97;844318,83;472009,02;684000,97;
MG;3127057;Fronteira dos Vales;3969,23;8815,48;17535,16;14610,67;19733,91;13586,65;23377,91;47533,23;32878;51788,12;27461,23;
MG;3127073;Fruta de Leite;12169,79;27002,1;10729,07;20181,07;29321,78;32531,76;27117,3;35022,09;42312,81;54610,91;69262,87;
MG;3127107;Frutal;683430,53;752245,52;870148,02;1004666,71;1055517,27;1008582,47;1437613,42;1298305,53;2032804,57;3531801,6;2592892,02;
MG;3127206;Funilândia;0;0;0;0;49736,25;60189,88;51232,89;67602,37;74898,93;73771,95;98906,79;
MG;3127305;Galiléia;;27144,07;13940,24;26799,94;0;0;0;0;142460,76;131704,25;175566,31;
MG;3127339;Gameleiras;0;0;0;0;28452,9;48428,64;24147,97;28645,47;24299,13;24550,9;29327,27;
MG;3127354;Glaucilândia;6086,42;10592,93;13897,15;11198,86;20334,96;19257,91;27499,72;23838,96;17706,83;24098,13;14417,33;
MG;3127370;Goiabeira;14480,8;19666,02;17594;18315,6;23861,53;28388,32;36961,72;28042,31;51719,48;36150,98;48945,1;
MG;3127388;Goianá;0;0;0;0;0;0;0;0;;;;
MG;3127404;Gonçalves;31900,1;34871,2;38157,08;35484,06;44916,12;33487,64;34688,59;51879,41;57848,33;49508,19;58846,4;
MG;3127503;Gonzaga;;10492,15;19496,01;21139,51;16888,78;26619,43;25446,26;45946,98;36695,13;40280,58;40500,13;
MG;3127602;Gouveia;52931,68;50861,41;57162,5;25937,91;47227,5;52766,25;63521,01;78754,19;104913,66;111661,9;113941,67;
MG;3127701;Governador Valadares;101577,74;322629,37;7257,34;37457,57;154228,17;153518,44;240674,4;247651,24;293559,5;235451,7;257690,76;
MG;3127800;Grão Mogol;0;0;0;0;0;0;0;0;;;;
MG;3127909;Grupiara;4534,92;4164,3;28986,77;27497,09;14842,55;21059,41;134008,2;244024,15;232346,11;179176,85;190156,07;
MG;3128006;Guanhães;;103870,29;85795,92;219001;135508,93;132016,57;119892,54;240550,7;134554,51;222353,52;241177,12;
MG;3128105;Guapé;0;0;0;0;0;0;0;0;;;;
MG;3128204;Guaraciaba;;26722,07;29009,26;129820,78;105533;124090,17;155668,07;162998,73;168827,28;183455,94;263155,66;
MG;3128253;Guaraciama;12071,55;8551,95;19994,34;10503,12;22209,88;20354,32;32832,93;40005,93;34019,63;17867,69;243965,64;
MG;3128303;Guaranésia;96915,02;79393,08;90402,01;129563,98;102342,54;106103,3;99410,12;465185,92;237646,86;231945,03;224235,66;
MG;3128402;Guarani;0;0;0;0;0;0;0;0;124290,36;98958,27;313895,24;
MG;3128501;Guarará;0;0;0;0;0;0;0;0;;;;
MG;3128600;Guarda-Mor;42000;40000;40000;14061,98;32760,52;82271,54;27593,64;38198,48;37323,77;269091,43;53859,27;
MG;3128709;Guaxupé;188268,27;342643,04;238129,89;496989,49;599476,26;1346586,9;2416547,83;2931250,59;3532665,75;3902489,28;4524116,38;
MG;3128808;Guidoval;2194,3;12927;15627,38;0;0;0;0;0;;;;
MG;3128907;Guimarânia;0;0;0;0;0;0;0;0;;;;
MG;3129004;Guiricema;20588,06;28318,99;22434,28;33399;47627,83;52762,96;51269,24;0;55942,52;599684,66;241282,17;
MG;3129103;Gurinhatã;;0;0;0;62998,16;63380,06;80086,02;117093,62;;279722,53;95248,02;
MG;3129202;Heliodora;;0;0;0;0;0;0;0;41752,53;14447,88;30443,18;
MG;3129301;Iapu;28527,34;281339,28;100123,04;345742,85;425144,37;405569,51;420343,67;434949,76;427612,08;243959,32;177680,84;
MG;3129400;Ibertioga;;0;0;0;0;0;0;0;45545,7;48638,73;42980,15;
MG;3129509;Ibiá;182067,95;254779,01;263232,72;273667,15;353474,89;45649,24;395942,31;379481,16;467639,28;518483,31;556142,41;
MG;3129608;Ibiaí;;24451,01;24171,65;25959,25;24656,71;31380,74;28342,58;27694,11;35492,72;36703,3;34551,22;
MG;3129657;Ibiracatu;0;0;0;0;0;0;0;0;;;;
MG;3129707;Ibiraci;97950,53;110635,59;94861,76;99544,95;78956,18;100655,18;100134,21;127366,09;175052,63;114328,82;100152,2;
MG;3129806;Ibirité;9221,15;6664,87;3802,48;9686,86;240,9;1517,91;3939,3;21692,5;4106,87;85631,92;;
MG;3129905;Ibitiúra de Minas;0;0;0;0;0;0;0;0;;;;
MG;3130002;Ibituruna;25279,43;24237,79;28087,97;35157,62;37198,68;43854,26;28776,04;118863,5;77611,59;94659,93;108585,16;
MG;3130051;Icaraí de Minas;9306,29;6608,25;11738,51;3067,55;6271,67;9155,33;31672,52;41781,9;40967,39;26458,72;21595,48;
MG;3130101;Igarapé;32170,08;30064,58;38452,23;32807,21;34933,63;59542,38;63501,66;33786,09;;;1267402,69;
MG;3130200;Igaratinga;66075,31;44898,16;102911,19;70096,61;155773,39;185127,18;202928,77;116802,56;96749,85;121064,91;106241,39;
MG;3130309;Iguatama;28714,47;25708,68;18057,68;39781,76;39860,14;41310,27;54595;46202,14;53858,25;129296,39;70942,63;
MG;3130408;Ijaci;41994,83;;21697,72;41148,5;53918,48;41784,11;28073,36;9833,06;82757,76;63848,61;394405,66;
MG;3130507;Ilicínea;0;0;0;0;0;0;0;0;;;;
MG;3130556;Imbé de Minas;48333,94;39224,35;37386,23;34397,49;21104,26;53789,27;51483,31;61870,99;58382,86;61721,74;71403,85;
MG;3130606;Inconfidentes;77797,14;74809,68;88364,64;87890,85;87744,28;83132,76;74613,42;124807,11;157020,63;170064,11;194319,97;
MG;3130655;Indaiabira;17131,15;17255,55;16141,7;17065,49;35349,23;30853,84;65207,19;40805,92;78775,96;109508,72;103599,8;
MG;3130705;Indianópolis;0;0;0;0;29607,14;450;34661,77;0;;;29014,58;
MG;3130804;Ingaí;0;0;0;0;0;0;0;0;;;;
MG;3130903;Inhapim;39249,21;54929,39;118450,34;97620,88;159578,02;155429,99;153197,38;210832,5;306200,48;196557,01;177683,74;
MG;3131000;Inhaúma;0;0;0;0;298988,62;313618,64;441213,74;344548,49;371783,31;431891,11;424865,26;
MG;3131109;Inimutaba;20304,79;16251,78;22501,48;31434,81;34766,26;29501,77;38645,46;36883,36;29380,29;28878,42;26983,42;
MG;3131158;Ipaba;114411,51;94646,64;143317,42;217821,03;226839,66;287885,91;307934,67;387220,47;407079,27;473316,79;613104,7;
MG;3131208;Ipanema;31887,6;21824,09;69941,8;99105,56;128948,89;150143,42;230131,42;155789,65;936669,38;525874,85;423246,76;
MG;3131307;Ipatinga;1518757;5309289,07;1062404,86;590851,67;509966,67;411658,74;234417,78;485265,35;996566,26;3036532,68;7234612,64;
MG;3131406;Ipiaçu;0;0;0;0;28834,9;29412,47;23992,85;26536,9;47617,2;36123,5;49388,06;
MG;3131505;Ipuiúna;80480,11;71652,49;86965,17;42767,37;66015,78;84533,97;75456,03;106982,52;124995,5;145701,71;172639,09;
MG;3131604;Iraí de Minas;0;0;0;0;0;0;0;0;;;;
MG;3131703;Itabira;0;5576767,32;9870992,02;4117159,24;3847174,54;1646779,51;11865912,28;5268342,09;2219315,49;4396433,03;2777183,18;
MG;3131802;Itabirinha de Mantena;53010,71;72028,13;80306,67;59873,76;60887,21;109065,82;88945,74;109865,08;123058,05;554317,19;91490,49;
MG;3131901;Itabirito;4351128,43;3254316,34;5355846,71;6003735,51;6568644,04;7010830,59;8339074,81;9297276,3;26567017,67;34381339,07;42290009,23;
MG;3132008;Itacambira;0;0;0;0;0;0;0;0;37835,7;84230,69;51422,29;
MG;3132107;Itacarambi;0;0;0;423,12;0;0;6665,37;21421,78;18033,91;11759,17;13164,08;
MG;3132206;Itaguara;40970,57;48067,21;53703,67;77321,33;112925,98;119217,76;126606,77;150851,08;149243,2;148632,74;164516,01;
MG;3132305;Itaipé;23215,53;27677,07;39753,26;66303,61;51842,66;29594;28669,67;45518,55;61644,23;97544,29;63160,76;
MG;3132404;Itajubá;1582244,72;2038398,2;2823316,65;2741411,23;2515859,62;3201562,48;3074640,84;2901910,8;3794165,33;3595555,4;5699635,8;
MG;3132503;Itamarandiba;99539,03;96653,11;162411,2;132266,64;130584,82;139733,6;121390,82;189219,07;279796,29;710496,99;735885,84;
MG;3132602;Itamarati de Minas;0;2890,54;6412,24;4006,41;17387,19;22967,64;26571,94;45154,64;38980,56;41141,57;81189,35;
MG;3132701;Itambacuri;77220,48;60496,57;56634,47;79726,33;56533,3;52885,31;78384,82;142369,35;326449,84;1595338,78;507784,12;
MG;3132800;Itambé do Mato Dentro;0;0;0;0;112351,33;30399,12;36418,16;46276,5;54571,54;44829,12;52555,94;
MG;3132909;Itamogi;32076,44;30145,45;33450,67;32740,66;41530,59;110017,9;114983,44;133633,2;248117,41;317321,74;911430,74;
MG;3133006;Itamonte;119427,58;132113,56;187421,57;114635,07;38648,59;40115,49;29573,84;49896,3;57792,41;36170,55;40692,86;
MG;3133105;Itanhandu;61445,6;68119,62;51969,98;70547,4;63556,49;77632,15;92686,42;111782;697783,76;221820,26;748788,82;
MG;3133204;Itanhomi;0;0;0;0;0;0;0;0;143682,24;3773477,67;196215,86;
MG;3133303;Itaobim;0;0;0;0;0;0;0;0;118478,25;155240,16;91624,32;
MG;3133402;Itapagipe;7490,34;10374,29;13086,15;121356,89;119556,47;174846,46;216072,13;274623,4;346510,77;411886,64;370136,43;
MG;3133501;Itapecerica;184862,35;221399,56;247502,45;366292,31;419965,7;393164,27;483565,66;478344,19;601928,67;574151,96;591675,35;
MG;3133600;Itapeva;;45980,45;48727,45;59757,39;86107,11;110379,02;158827,97;168120,81;217491,98;84664,83;81475,69;
MG;3133709;Itatiaiuçu;1277227,75;3461806,65;1313812,94;1299716,71;1463033,42;1345042,71;1465844,8;1747594,4;2650647,86;4258434,84;4644178;
MG;3133758;Itaú de Minas;50436,18;58074,91;68442,31;56934,48;209242,86;193114,33;202332,32;261761,55;307413,11;323542,21;343553,83;
MG;3133808;Itaúna;0;32050,72;43518,82;16490,78;0;31964,53;47881,47;57867,76;195427,92;294789,91;363437,14;
MG;3133907;Itaverava;0;0;0;32006,26;36208,69;0;0;0;49502,29;66820,84;56546,28;
MG;3134004;Itinga;26858,57;29419,77;26352,99;32735,74;33005,82;48153,16;62997,86;52294,24;55859,07;53037,78;98629,96;
MG;3134103;Itueta;24018,53;23888,73;24487,99;27708,26;91257,9;98722,79;36386;71929,89;58929,71;55560,73;69342,19;
MG;3134202;Ituiutaba;53947,65;233923,2;238102,4;246204,51;318825,83;443341,06;444533,7;446000;565800;603200;1248804,51;
MG;3134301;Itumirim;;32030,67;31326,16;36232,78;32120,95;31278,95;24814,27;26471,9;26086,68;36479,96;40395,97;
MG;3134400;Iturama;;0;0;0;91672,3;70626,17;80976,69;92945,11;728096,28;852692,62;918743,39;
MG;3134509;Itutinga;44881,12;70055,72;60592,72;60001,4;57592,63;65591,58;94029,22;106976,08;86658,01;117265,36;107558,28;
MG;3134608;Jaboticatubas;0;0;0;66689,87;226122,26;264331,3;249799,59;478889,96;471755,33;486864,8;457597,78;
MG;3134707;Jacinto;81838,81;78632,59;96182,1;55871,14;47137,71;61787,36;84855,46;96555,88;135176,25;148191,34;178186,16;
MG;3134806;Jacuí;56616;72776,1;63776,96;103709,97;92158,15;66713,46;78158,24;178424,54;205245,5;172418,99;207656,5;
MG;3134905;Jacutinga;0;0;0;0;0;149507,81;183521,88;58716,71;891504,03;906417,78;1692080,76;
MG;3135001;Jaguaraçu;0;0;0;0;0;0;0;0;39882,35;48678,48;44398,66;
MG;3135050;Jaíba;33074,38;51264,27;66810,24;114551,11;166898,93;147347,89;164852,17;250193,13;330722,84;392139,27;387142,97;
MG;3135076;Jampruca;52676,62;24686,98;36190,62;11548,65;18259,11;107660,05;127249,7;177691,43;37831,33;175706,22;50738,92;
MG;3135100;Janaúba;;316217,53;397608,92;256067,27;419875,62;592030,51;893851,93;616552,86;757827,78;949274,81;1184410,27;
MG;3135209;Januária;117440,54;108422,31;10455;117272,13;388237,24;522860,3;395536,09;349120,62;20581,05;23940,5;140012,85;
MG;3135308;Japaraíba;21183,6;17274,38;39169,45;55394,83;101938,61;210203,72;189433,32;189631,67;190733,01;238002,03;361235,6;
MG;3135357;Japonvar;12671,48;21014,93;15932,14;25116,15;28950,19;24360,86;21567,84;38644,49;40152,11;30167,3;56897,66;
MG;3135407;Jeceaba;45432,08;41787,34;46520,88;27781,58;59972,29;64791,67;59214,21;54110,5;145563,65;139671,36;95151,17;
MG;3135456;Jenipapo de Minas;34908,02;41336,48;47975,48;70095,11;62708,11;57449,23;46765,24;75836,08;96160,81;75357,72;80749,6;
MG;3135506;Jequeri;0;0;0;0;128160,31;118251,87;118690,45;195914,89;217895,96;239471,94;185141,74;
MG;3135605;Jequitaí;31920,8;33162,45;30151,2;28566,15;42533,71;50925,1;80285,45;49672,08;42639,75;58699,89;55554,66;
MG;3135704;Jequitibá;0;0;0;0;0;0;51791,41;56162,47;83707,93;67957,79;60410,37;
MG;3135803;Jequitinhonha;132151,58;150969,92;160103;206715,8;214640,45;213590,54;203574,04;305503,39;272904,91;294464,56;297961,64;
MG;3135902;Jesuânia;21227,97;25602,73;21459,94;24900,45;40017,93;37543,81;26738,86;47246,42;48697,78;55084,05;45035,54;
