Trimestre;Sexo;Idade;Faixa_Etaria;Cor_Raca;Nivel_Instrucao;Anos_Estudo;Anos_Estudo_Num;Forca_Trabalho;Ocupacao;Posicao_Ocupacao;Ocupacao_Grupo;Horas_Trabalhadas;Grupo_Jornada;Renda;Faixa_Renda;Urbano
T1;Mulher;62;60 anos ou mais;Branca;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;29;25 a 39 anos;Parda;Médio incompleto ou equivalente;10 anos de estudo;10;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Operadores de instalações e máquinas e montadores;21;21h a 40h;700;Até 1 salário mínimo;Urbana
T1;Mulher;51;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;4 anos de estudo;4;Pessoas na força de trabalho;Pessoas ocupadas;Público sem carteira;Ocupações elementares;44;41h a 44h;1320;Até 1 salário mínimo;Urbana
T1;Homem;34;25 a 39 anos;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;25;25 a 39 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;25;21h a 40h;400;Até 1 salário mínimo;Urbana
T1;Mulher;87;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;4 anos de estudo;4;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;7;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;1 ano de estudo;1;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;40;40 a 59 anos;Parda;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;24;21h a 40h;1500;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;36;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;44;41h a 44h;1320;Até 1 salário mínimo;Urbana
T1;Homem;10;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;4 anos de estudo;4;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;8;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;56;40 a 59 anos;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;36;25 a 39 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;25;21h a 40h;500;Até 1 salário mínimo;Urbana
T1;Homem;46;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;44;41h a 44h;1300;Até 1 salário mínimo;Urbana
T1;Mulher;15;14 a 17 anos;Parda;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;10;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;4 anos de estudo;4;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;46;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Profissionais das ciências e intelectuais;3;Até 20h;1500;Mais de 1 a 2 salários mínimos;Urbana
T1;Homem;91;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;1 ano de estudo;1;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;81;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;2 anos de estudo;2;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;32;25 a 39 anos;Parda;Superior incompleto ou equivalente;15 anos de estudo;15;Pessoas na força de trabalho;Pessoas ocupadas;Público sem carteira;Técnicos e profissionais de nível médio;36;21h a 40h;1412;Até 1 salário mínimo;Urbana
T1;Mulher;57;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Ocupações elementares;30;21h a 40h;500;Até 1 salário mínimo;Urbana
T1;Homem;34;25 a 39 anos;Preta;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Técnicos e profissionais de nível médio;36;21h a 40h;1300;Até 1 salário mínimo;Urbana
T1;Homem;40;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Membros das forças armadas, policiais e bombeiros militares;48;Acima de 44h;5000;Mais de 3 a 4 salários mínimos;Urbana
T1;Mulher;41;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;63;Acima de 44h;5648;Mais de 3 a 4 salários mínimos;Urbana
T1;Homem;12;Menos de 14 anos;Branca;Fundamental incompleto ou equivalente;6 anos de estudo;6;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;50;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Técnicos e profissionais de nível médio;45;Acima de 44h;8412;Mais de 5 salários mínimos;Urbana
T1;Mulher;43;40 a 59 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;36;21h a 40h;4236;Mais de 2 a 3 salários mínimos;Urbana
T1;Homem;18;18 a 24 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;13;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;7 anos de estudo;7;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;51;40 a 59 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;20;Até 20h;1000;Até 1 salário mínimo;Urbana
T1;Mulher;70;60 anos ou mais;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;49;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;20;18 a 24 anos;Parda;Superior incompleto ou equivalente;16 anos ou mais de estudo;16;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;28;25 a 39 anos;Branca;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Profissionais das ciências e intelectuais;55;Acima de 44h;1480;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;47;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Doméstico sem carteira;Ocupações elementares;46;Acima de 44h;800;Até 1 salário mínimo;Urbana
T1;Mulher;22;18 a 24 anos;Parda;Superior incompleto ou equivalente;15 anos de estudo;15;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;44;41h a 44h;600;Até 1 salário mínimo;Urbana
T1;Homem;54;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;15;Até 20h;500;Até 1 salário mínimo;Urbana
T1;Mulher;44;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;20;18 a 24 anos;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;52;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;40;21h a 40h;11000;Mais de 5 salários mínimos;Urbana
T1;Mulher;44;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;60;Acima de 44h;10000;Mais de 5 salários mínimos;Urbana
T1;Mulher;28;25 a 39 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;12;Menos de 14 anos;Branca;Fundamental incompleto ou equivalente;7 anos de estudo;7;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;74;60 anos ou mais;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;66;60 anos ou mais;Parda;Superior incompleto ou equivalente;14 anos de estudo;14;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Técnicos e profissionais de nível médio;30;21h a 40h;20000;Mais de 5 salários mínimos;Urbana
T1;Mulher;62;60 anos ou mais;Parda;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;57;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;7 anos de estudo;7;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;94;Acima de 44h;2500;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;55;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Ocupações elementares;44;41h a 44h;1412;Até 1 salário mínimo;Urbana
T1;Homem;27;25 a 39 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;20;Até 20h;500;Até 1 salário mínimo;Urbana
T1;Homem;19;18 a 24 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;44;41h a 44h;700;Até 1 salário mínimo;Urbana
T1;Homem;42;40 a 59 anos;Branca;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Operadores de instalações e máquinas e montadores;77;Acima de 44h;1000;Até 1 salário mínimo;Urbana
T1;Mulher;39;25 a 39 anos;Preta;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores de apoio administrativo;27;21h a 40h;1700;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;11;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;34;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;34;25 a 39 anos;Parda;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Ocupações elementares;48;Acima de 44h;1440;Mais de 1 a 2 salários mínimos;Urbana
T1;Homem;10;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;4 anos de estudo;4;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;8;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;4;Menos de 14 anos;Parda;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;46;40 a 59 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Diretores e gerentes;40;21h a 40h;7000;Mais de 4 a 5 salários mínimos;Urbana
T1;Homem;56;40 a 59 anos;Preta;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;40;21h a 40h;3500;Mais de 2 a 3 salários mínimos;Urbana
T1;Homem;17;14 a 17 anos;Preta;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;5;Menos de 14 anos;Preta;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;18;18 a 24 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;20;18 a 24 anos;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;74;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;40;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;29;21h a 40h;900;Até 1 salário mínimo;Urbana
T1;Mulher;63;60 anos ou mais;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;40;21h a 40h;200;Até 1 salário mínimo;Urbana
T1;Mulher;45;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;65;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;7 anos de estudo;7;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;68;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;4 anos de estudo;4;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Ocupações elementares;24;21h a 40h;500;Até 1 salário mínimo;Urbana
T1;Homem;38;25 a 39 anos;Parda;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;35;25 a 39 anos;Parda;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;48;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;23;18 a 24 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;85;60 anos ou mais;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;78;60 anos ou mais;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;52;40 a 59 anos;Parda;Médio incompleto ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;57;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;18;18 a 24 anos;Parda;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;42;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;Pessoas na força de trabalho;Pessoas ocupadas;Doméstico sem carteira;Ocupações elementares;4;Até 20h;100;Até 1 salário mínimo;Urbana
T1;Homem;22;18 a 24 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;50;40 a 59 anos;Preta;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;40;21h a 40h;3500;Mais de 2 a 3 salários mínimos;Urbana
T1;Mulher;46;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;50;Acima de 44h;8500;Mais de 5 salários mínimos;Urbana
T1;Homem;22;18 a 24 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Operadores de instalações e máquinas e montadores;18;Até 20h;500;Até 1 salário mínimo;Urbana
T1;Homem;19;18 a 24 anos;Parda;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;14;14 a 17 anos;Branca;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;71;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;31;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;20;18 a 24 anos;Parda;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;11;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;59;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;20;Até 20h;200;Até 1 salário mínimo;Urbana
T1;Homem;61;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;66;60 anos ou mais;Branca;Fundamental incompleto ou equivalente;1 ano de estudo;1;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;34;25 a 39 anos;Parda;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Ocupações elementares;48;Acima de 44h;1412;Até 1 salário mínimo;Urbana
T1;Mulher;35;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;20;Até 20h;300;Até 1 salário mínimo;Urbana
T1;Mulher;6;Menos de 14 anos;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;67;60 anos ou mais;Parda;Médio completo ou equivalente;13 anos de estudo;13;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;72;60 anos ou mais;Parda;Médio completo ou equivalente;13 anos de estudo;13;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;51;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Doméstico sem carteira;Ocupações elementares;20;Até 20h;600;Até 1 salário mínimo;Urbana
T1;Homem;55;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;35;21h a 40h;1412;Até 1 salário mínimo;Urbana
T1;Mulher;20;18 a 24 anos;Parda;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;49;40 a 59 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Técnicos e profissionais de nível médio;20;Até 20h;4000;Mais de 2 a 3 salários mínimos;Urbana
T1;Homem;30;25 a 39 anos;Parda;Superior incompleto ou equivalente;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;20;Até 20h;2000;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;28;25 a 39 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores de apoio administrativo;40;21h a 40h;2000;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;83;60 anos ou mais;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;55;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;2 anos de estudo;2;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;52;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas na força de trabalho;Pessoas ocupadas;Doméstico sem carteira;Ocupações elementares;30;21h a 40h;500;Até 1 salário mínimo;Urbana
T1;Homem;29;25 a 39 anos;Parda;Médio completo ou equivalente;13 anos de estudo;13;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;40;21h a 40h;1500;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;57;40 a 59 anos;Branca;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas na força de trabalho;Pessoas ocupadas;Doméstico com carteira;Ocupações elementares;30;21h a 40h;1000;Até 1 salário mínimo;Urbana
T1;Mulher;29;25 a 39 anos;Amarela;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;44;41h a 44h;1700;Mais de 1 a 2 salários mínimos;Urbana
T1;Homem;33;25 a 39 anos;Parda;Médio incompleto ou equivalente;10 anos de estudo;10;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;40;21h a 40h;1500;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;9;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;2 anos de estudo;2;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;53;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Ocupações elementares;44;41h a 44h;1300;Até 1 salário mínimo;Urbana
T1;Mulher;52;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;30;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;25;25 a 39 anos;Parda;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;65;60 anos ou mais;Branca;Fundamental incompleto ou equivalente;4 anos de estudo;4;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;34;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Ocupações elementares;50;Acima de 44h;1412;Até 1 salário mínimo;Urbana
T1;Homem;78;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;77;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;2 anos de estudo;2;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;33;25 a 39 anos;Parda;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;46;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;48;Acima de 44h;1412;Até 1 salário mínimo;Urbana
T1;Homem;39;25 a 39 anos;Parda;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Operadores de instalações e máquinas e montadores;20;Até 20h;100;Até 1 salário mínimo;Urbana
T1;Mulher;40;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Doméstico com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;50;Acima de 44h;1712;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;14;14 a 17 anos;Parda;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;11;Menos de 14 anos;Branca;Fundamental incompleto ou equivalente;5 anos de estudo;5;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;5;Menos de 14 anos;Branca;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;47;40 a 59 anos;Preta;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;3;Menos de 14 anos;Branca;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
